dataSource,dateOfReport,reportNo,region,province,cityMunicipality,dswd,lgu,ngos,others,grandTotal,notes,index,agency,agencyCode,aidCategory,aidCategoryCode,aidType,assistanceType,agencyAllocated,value,shareOfTotalBudget,date,beneficiaryTargetValue,beneficiaryValue,beneficiaryCategory,beneficiaryType,shareOfPop,link,infoText
DSWD Dromic Reports,3/26/20,13,NCR,,,16682000,0,0,0,16682000,,1,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,16682000,0.0195,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/26/20,13,REGION I,,,377140,37760200,216500,0,38353840,,2,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,377140,0.0026,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/26/20,13,REGION III,,,3180192,139499042.1,0,0,142621643.5,,3,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,3180192,0.004,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/26/20,13,CALABARZON,,,511500,84887683.34,0,0,85399183.34,,4,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,511500,0.0022,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/26/20,13,REGION V,,,6468280.26,69051205,1356400,0,76875885.26,,5,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,6468280.26,0.0011,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/26/20,13,REGION VII,,,1071610,0,0,0,1071610,,6,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1071610,0.0052,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/26/20,13,REGION VIII,,,0,2789723,0,0,2789723,,7,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0024,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/26/20,13,REGION IX,,,0,706000,0,0,706000,,8,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0037,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/26/20,13,REGION XI,,,2715134.5,0,0,0,2715134.5,,9,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2715134.5,0.0059,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/26/20,13,CAR,,,621323.95,32292333,0,902240,33815896.95,,10,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,621323.95,0.0083,3/26/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,NCR,,,19703500,0,0,0,19703500,,11,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,3021500,0.0056,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,REGION I,,,377140,59011427.67,0,2622200,62010767.67,,12,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0019,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,REGION II,,,100576.08,21371495.36,0,0,21472071.44,,13,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,100576.08,0.0088,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,REGION III,,,4015849.5,139499042.1,0,0,143514891.6,,14,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,835657.5,0.0092,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,CALABARZON,,,511500,162435699.7,0,0,162947199.7,,15,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0057,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,MIMAROPA,,,0,1322000,0,0,1322000,,16,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0012,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,REGION V,,,6468280.26,117220934.3,1406400,0,125095614.6,,17,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0006,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,REGION VI,,,294840,200000,50000,0,544840,,18,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,294840,0.0002,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,REGION VII,,,1071610,0,0,0,1071610,,19,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0022,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,REGION VIII,,,0,2789723,0,0,2789723,,20,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0043,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,REGION IX,,,0,706000,0,0,706000,,21,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0018,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,REGION XI,,,2715134.5,0,0,0,2715134.5,,22,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0023,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/27/20,15,CAR,,,621323.95,34467540.7,0,1215740,36304604.65,,23,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.004,3/27/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,17,NCR,,,22836500,0,0,0,22836500,,24,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,3133000,0.0017,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,REGION I,,,377140,77401834.17,16200.03,7206460,85001634.2,,25,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.003,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,REGION II,,,100576.08,21371495.36,0,0,21472071.44,,26,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0023,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,REGION III,,,4518349.5,139499042.1,0,0,144017391.6,,27,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,502500,0.0046,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,CALABARZON,,,1745700,426280037.3,0,0,428025737.3,,28,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1234200,0.005,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,MIMAROPA,,,0,12684446.2,0,0,12684446.2,,29,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0009,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,REGION V,,,7892046.64,139247024.9,1406400,0,148545471.5,,30,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1423766.38,0.0042,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,REGION VI,,,521748,200000,50000,0,771748,,31,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,226908,0.0024,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,REGION VII,,,1071610,0,0,0,1071610,,32,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0003,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,REGION VIII,,,0,5518850,0,0,5518850,,33,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,-0.0004,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,REGION IX,,,0,706000,0,0,706000,,34,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0084,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,REGION XI,,,2715134.5,0,0,0,2715134.5,,35,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0074,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/28/20,17,CAR,,,621323.95,39144876.09,0,3603034,43369234.04,,36,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0138,3/28/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,NCR,,,26042000,0,0,0,26042000,,37,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,3205500,0.0017,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,REGION I,,,377140,118734668,16200.03,8989280,128117288,,38,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0047,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,REGION II,,,100576.08,21371495.36,0,0,21472071.44,,39,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,REGION III,,,4518349.5,139499042.1,0,0,144017391.6,,40,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0023,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,CALABARZON,,,2119700,444283603.7,0,0,446403303.7,,41,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,374000,0.0029,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,MIMAROPA,,,0,12684446.2,0,0,12684446.2,,42,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0079,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,MIMAROPA,,,7892046.64,139247024.9,1406400,0,148545471.5,,43,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,7892046.64,0.0059,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,REGION VI,,,521748,200000,50000,0,771748,,44,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0029,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,REGION VII,,,1071610,0,0,0,1071610,,45,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0047,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,REGION VIII,,,0,5518850,0,0,5518850,,46,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0022,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,REGION IX,,,0,706000,0,0,706000,,47,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0005,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,REGION XI,,,2715134.5,0,0,0,2715134.5,,48,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0023,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/29/20,19,CAR,,,621323.95,39144876.09,0,3603034,43369234.04,,49,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0057,3/29/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,NCR,,,26042000,0,0,0,26042000,,50,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0059,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION I,,,377140,121573209.8,16200.03,8989280,130955829.9,,51,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0028,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION II,,,100576.08,21371495.36,0,0,21472071.44,,52,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0046,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION III,,,4518349.5,139499042.1,0,0,144017391.6,,53,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0012,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,CALABARZON,,,2119700,444283603.7,0,0,446403303.7,,54,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0018,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,MIMAROPA,,,0,12684446.2,0,0,12684446.2,,55,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,-7892046.64,0.0124,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION V,,,7892046.64,139247024.9,1406400,0,148545471.5,,56,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0032,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION VI,,,521748,200000,50000,0,771748,,57,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.008,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION VII,,,1071610,0,0,0,1071610,,58,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0033,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION VIII,,,0,12744391.91,0,0,12744391.91,,59,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0055,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION IX,,,0,781000,0,0,781000,,60,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0001,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION XI,,,3111504.5,0,0,0,3111504.5,,61,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,396370,0.0015,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,REGION XII,,,709213,0,0,0,709213,,62,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,709213,0.0025,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,CARAGA,,,0,10105644.86,0,0,10105644.86,,63,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0041,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/30/20,21,CAR,,,1280614.25,43010376.09,0,4428048,48719038.34,,64,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,659290.3,0.0024,3/30/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/31/20,23,NCR,,,28324980,27539250,0,0,55864230,,65,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2282980,0.0103,3/31/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/31/20,23,REGION I,,,377140,136978438.4,16200.03,8989280,146361058.4,,66,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0042,3/31/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,3/31/20,23,REGION II,,,100576.08,21371495.36,0,0,21472071.44,,67,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0.0003,3/31/20,0,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
