dataSource,dateOfReport,reportNo,region,province,cityMunicipality,dswd,lgu,ngos,others,grandTotal,notes,index,agency,agencyCode,aidCategory,aidCategoryCode,aidType,assistanceType,agencyAllocated,value,shareOfTotalBudget,date,beneficiaryTargetValue,beneficiaryValue,beneficiaryCategory,beneficiaryType,shareOfPop,link,infoText
DSWD Dromic Reports,4/16/20,55,REGION VII,,,2812284.47,0,0,0,2812284.47,,345,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1012188.37,,4/16/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/16/20,55,REGION VIII,,,0,137464608.6,0,1819770,139284378.6,,346,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/16/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/16/20,55,REGION IX,,,7353400,781000,0,0,8134400,,347,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/16/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/16/20,55,REGION X,,,12536.9,0,0,0,12536.9,,348,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/16/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/16/20,55,REGION XI,,,28488505.57,276128570,0,0,304617075.6,,349,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/16/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/16/20,55,REGION XII,,,4267013,0,0,0,4267013,,350,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/16/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/16/20,55,CARAGA,,,0,96628075.85,0,0,96628075.85,,351,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/16/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/16/20,55,CAR,,,7183803.4,105936233.2,346409.98,5158713.98,118625160.6,,352,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1363266.6,,4/16/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/16/20,55,BARMM,,,222000,0,0,0,222000,,353,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/16/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,NCR,,,52883120,1243851943,59650000,0,1356385063,,354,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,584000,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION I,,,13923357.2,374712913.7,309875.03,20730021.56,409676167.5,,355,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION II,,,3319009.62,345062375.2,0,0,348381384.8,,356,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION III,,,7374167.3,653964831.8,0,0,661338999.1,,357,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,519448,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,CALABARZON,,,13220820,2798025625,6100269.6,0,2817346715,,358,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,MIMAROPA,,,0,25069914.27,0,0,25069914.27,,359,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION V,,,15649562.79,254164233,2987600,0,272801395.8,,360,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,64653.48,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION VI,,,4675068,10806293.9,50000,0,15531361.9,,361,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION VII,,,4301964.47,0,0,0,4301964.47,,362,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1489680,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION VIII,,,0,137464608.6,0,1819770,139284378.6,,363,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION IX,,,9930680,781000,0,0,10711680,,364,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,2577280,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION X,,,12536.9,0,0,0,12536.9,,365,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION XI,,,28584507.61,276128570,0,0,304713077.6,,366,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,96002.04,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,REGION XII,,,4267013,0,0,0,4267013,,367,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,CARAGA,,,0,96628075.85,0,0,96628075.85,,368,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,CAR,,,8294345.65,111588635.6,346409.98,4118626.44,124348017.7,,369,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1110542.25,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/17/20,57,BARMM,,,222000,0,0,0,222000,,370,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/17/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,NCR,,,52883120,1243851943,71565000,0,1368300063,,371,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION I,,,13923357.2,393052913.7,231740.03,20808156.56,428016167.5,,372,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION II,,,3328322.06,375468428,0,0,378796750.1,,373,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,9312.44,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION III,,,7448671.3,655849412.4,0,0,663298083.7,,374,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,74504,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,CALABARZON,,,13265700,2938329766,9287076.8,0,2960882543,,375,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,44880,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,MIMAROPA,,,0,25069914.27,0,0,25069914.27,,376,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION VI,,,6329628,10806293.9,50000,0,17185921.9,,377,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1654560,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION VII,,,4301964.47,0,0,0,4301964.47,,378,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION VIII,,,0,137464608.6,0,1819770,139284378.6,,379,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION IX,,,10513880,781000,0,0,11294880,,380,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,583200,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION X,,,12536.9,0,0,0,12536.9,,381,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION XI,,,28584507.61,276128570,0,0,304713077.6,,382,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,REGION XII,,,4267013,0,0,0,4267013,,383,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,CARAGA,,,0,96628075.85,0,0,96628075.85,,384,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,CAR,,,8714878,137438082.4,346409.98,4118626.44,150617996.8,,385,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,420532.35,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/18/20,59,BARMM,,,222000,0,0,0,222000,,386,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/18/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,NCR,,,52883120,1243851943,71565000,0,1368300063,,387,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION I,,,13930900,395007773.7,231740.03,20808156.56,429978570.3,,388,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,7542.8,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION II,,,3328322.06,375468428,0,0,378796750.1,,389,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION III,,,7448671.3,655849412.4,0,0,663298083.7,,390,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,CALABARZON,,,13265700,2938329766,9287076.8,0,2960882543,,391,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,MIMAROPA,,,1548450,25069914.27,0,0,26618364.27,,392,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1548450,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION V,,,15649562.79,246829298.3,3076950,0,265555811.1,,393,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION VI,,,6329628,10806293.9,50000,0,17185921.9,,394,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION VII,,,4301964.47,0,0,0,4301964.47,,395,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION VIII,,,43412.39,137464608.6,0,1819770,139327791,,396,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,43412.39,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION IX,,,11879400,781000,0,0,12660400,,397,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1365520,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION X,,,12536.9,0,0,0,12536.9,,398,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION XI,,,29134137.61,276128570,0,0,305262707.6,,399,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,549630,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,REGION XII,,,4267013,0,0,0,4267013,,400,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,CARAGA,,,0,96628075.85,0,0,96628075.85,,401,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,CAR,,,10044844.99,137450627,346409.98,4118626.44,151960508.4,,402,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1329966.99,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/19/20,61,BARMM,,,222000,0,0,0,222000,,403,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/19/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/20/20,63,NCR,,,53603120,1243851943,71565000,0,1369020063,,404,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,720000,,4/20/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/20/20,63,REGION I,,,13930900,395007773.7,231740.03,20808156.56,429978570.3,,405,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/20/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/20/20,63,REGION II,,,3328322.06,375468428,0,0,378796750.1,,406,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/20/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/20/20,63,REGION III,,,7448671.3,655849412.4,0,0,663298083.7,,407,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/20/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/20/20,63,CALABARZON,,,13265700,2958762644,9287076.8,0,2981315421,,408,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/20/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/20/20,63,MIMAROPA,,,1548450,25069914.27,0,0,26618364.27,,409,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/20/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/20/20,63,REGION V,,,15649562.79,246829298.3,3076950,0,265555811.1,,410,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/20/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/20/20,63,REGION VI,,,8109468,10806293.9,50000,0,18965761.9,,411,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1779840,,4/20/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,4/20/20,63,REGION VII,,,4301964.47,0,0,0,4301964.47,,412,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,4/20/20,,,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
